,cui,semtyp,Name
23183,C0019090,Virus,Machupo virus
23184,C3272400,Gene or Genome,LOXL2 wt Allele
23185,C0040550,Eukaryote,Toxocara
23186,C0035609,Organic Chemical,rifamycins
23187,C0053786,Pharmacologic Substance,bismuth oxide
23188,C1512280,Physiologic Function,Growth Factor Inhibition
23189,C0003238,Antibiotic,antibiotic combinations
23190,C0207071,"Amino Acid, Peptide, or Protein",Ciliary Neurotrophic Factor
23191,C1264238,Injury or Poisoning,Injury of central nervous system
23192,C1523347,Biologic Function,liver development
23193,C1158944,Molecular Function,Protein Refolding
23194,C1511297,Intellectual Product,Breast Cancer Risk Assessment Tool
23195,C0010171,Occupational Activity,Cost Analysis
23196,C0751366,Neoplastic Process,Radiation-Induced Cancer
23197,C3824222,Cell Component,pre-primosome complex
23198,C0239574,Finding,Low grade fever
23199,C0016709,Body Substance,Fresh frozen plasma
23200,C0281980,Injury or Poisoning,Injury of integument
23201,C4749397,Disease or Syndrome,"Polyneuropathy, intellectual disability, acromicria, premature menopause syndrome"
23202,C1336666,Gene or Genome,TRAF6 gene
23203,C0033161,Occupational Activity,Printing
23204,C0201278,Laboratory Procedure,Antibody measurement (procedure)
23205,C1155604,Cell Function,macroautophagy
23206,C1431123,"Amino Acid, Peptide, or Protein","STK11 protein, human"
23207,C1415504,Gene or Genome,HTT gene
23208,C0699893,Neoplastic Process,Skin carcinoma
23209,C1155099,Molecular Function,cytokine biosynthesis
23210,C4321379,Pharmacologic Substance,Mai Dong Extract
23211,C1151383,Molecular Function,NADPH dehydrogenase activity
23212,C0278701,Neoplastic Process,Gastric Adenocarcinoma
23213,C0010067,Organ or Tissue Function,Coronary Circulation
23214,C0018496,Cell,Auditory Hair Cell
23215,C0033968,Therapeutic or Preventive Procedure,Psychotherapy
23216,C1707883,Occupation or Discipline,Editor
23217,C1517049,Spatial Concept,Extracapsular
23218,C0179412,Medical Device,"Breast Prosthesis, Internal"
23219,C1516808,Genetic Function,Elongation by Telomerase
23220,C2753321,Cell Component,telomere-telomerase complex
23221,C0282555,Pharmacologic Substance,Anti-Allergic Agents
23222,C0242912,Pharmacologic Substance,Neuroprotective Agents
23223,C1512412,Pharmacologic Substance,Hepatoprotective Agent
23224,C0038477,Qualitative Concept,Structure-Activity Relationship
23225,C0162777,Quantitative Concept,"Sequence Homology, Amino Acid"
23226,C1295738,Bacterium,Aeromonas species
23227,C0206388,Virus,Leviviridae
23228,C0679970,Social Behavior,popularity
23229,C1416962,Gene or Genome,SMAD1 gene
23230,C1334074,Gene or Genome,ICAM1 gene
23231,C0600092,Occupation or Discipline,Protective services occupation
23232,C2347682,Health Care Activity,Private Health Insurance
23233,C3530258,Health Care Related Organization,Migrant Health Program
23234,C0017822,"Amino Acid, Peptide, or Protein",GLUTATHIONE PEROXIDASE
23235,C0633227,"Amino Acid, Peptide, or Protein",thioredoxin peroxidase
23236,C0538674,"Amino Acid, Peptide, or Protein",Heme Oxygenase-1
23237,C0027280,"Amino Acid, Peptide, or Protein",NAD(P)H Dehydrogenase (Quinone)
23238,C0919428,Gene or Genome,NQO1 gene
23239,C0687725,Patient or Disabled Group,Alcoholics
23240,C0036760,Tissue,Serous Membrane
23241,C0521344,Body Location or Region,serosal
23242,C0567261,Finding,Normal ovary
23243,C1414900,Gene or Genome,GAB1 gene
23244,C1425282,Gene or Genome,EMSY gene
23245,C3640078,Conceptual Entity,Therapeutic Area
23246,C0939785,Organic Chemical,The Magic Bullet
23247,C4684743,Idea or Concept,Proxy Data Origin
23248,C0007560,Organic Chemical,ceftizoxime
23249,C0195324,Diagnostic Procedure,Conization
23250,C0086484,Population Group,Inuit population
23251,C0205624,Qualitative Concept,B-cell origin
23252,C0079772,Neoplastic Process,T-Cell Lymphoma
23253,C4744871,Quantitative Concept,Thrice
23254,C0024643,Organic Chemical,malondialdehyde
23255,C0255732,Receptor,interleukin-12 receptor
23256,C4328939,Cell Function,latency-replication decision
23257,C1419235,Gene or Genome,RAD21 gene
23258,C3146300,Molecular Function,Glycoprotein biosynthetic process
23259,C4317072,Cell Function,virion maturation
23260,C0016557,Biomedical Occupation or Discipline,Forensic Medicine
23261,C0812425,Laboratory Procedure,S-Phase Fraction
23262,C3814808,"Amino Acid, Peptide, or Protein",Interferon-Induced GTP-Binding Protein Mx1
23263,C3828439,Therapeutic or Preventive Procedure,Pulmonary Hygiene
23264,C0026979,Virus,Avian Myeloblastosis Virus
23265,C1261562,Disease or Syndrome,Detrusor instability
23266,C0574785,Sign or Symptom,Lower Urinary Tract Symptoms
23267,C2825550,Quantitative Concept,Molar Ratio
23268,C1844383,Finding,Recurrent bacterial infection
23269,C0282279,Geographic Area,Oceania
23270,C1318468,Cell Function,cell mediated immune response
23271,C0449568,Intellectual Product,Antigen type
23272,C1452877,Temporal Concept,"History, 21st Century"
23273,C4320087,"Amino Acid, Peptide, or Protein","Activated Caspase-9, human"
23274,C0446299,Food,Cress (Food)
23275,C0009546,Molecular Function,"Complement Pathway, Alternative"
23276,C0999250,Bird,Aquila
23277,C4086283,Clinical Attribute,Exposure Fasting Status
23278,C0001802,Laboratory Procedure,Agglutination Tests
23279,C0009780,Tissue,Connective Tissue
23280,C1420543,Gene or Genome,SYN1 gene
23281,C0085255,"Amino Acid, Peptide, or Protein",Synaptophysin
23282,C4283882,Gene or Genome,NR1I2 wt Allele
23283,C0029032,Regulation or Law,One-Child Policy
23284,C0302180,Disease or Syndrome,Condyloma
23285,C2349952,Neoplastic Process,Oropharyngeal Carcinoma
23286,C3897777,Intellectual Product,Randomization Protocol Document
23287,C0039155,Temporal Concept,Systole
23288,C0046132,"Amino Acid, Peptide, or Protein",2-furanacryloyl-phenylalanyl-glycyl-glycine
23289,C0234130,Biologic Function,Motor function
23290,C1516211,Experimental Model of Disease,Cancer Model
23291,C0021742,Immunologic Factor,Interferon Inducers
23292,C0032155,Eukaryote,Plasmodium yoelii
23293,C3539826,"Amino Acid, Peptide, or Protein",Melanoma-Associated Antigen 2
23294,C0449406,Finding,Origin of organ
23295,C0318120,Bacterium,Staphylococcus cohnii
23296,C0042628,Bacterium,Vibrio
23297,C0030410,Bacterium,Paracoccus bacteria
23298,C1004815,Bacterium,Exiguobacterium
23299,C0206445,Inorganic Chemical,Thorium Compounds
23300,C1450027,Cell Function,Cell Enlargement
23301,C0492789,Medical Device,"KIT, MYCOPLASMA DETECTION"
23302,C4330477,Qualitative Concept,Immune-mediated
23303,C1446300,Therapeutic or Preventive Procedure,Destruction of tissue
23304,C0016284,Organism Function,Fluid Balance
23305,C2698877,"Body Part, Organ, or Organ Component",Structure of prescapular lymph node
23306,C0031844,Biomedical Occupation or Discipline,"Physiology, Comparative"
23307,C0001868,Natural Phenomenon or Process,Air Movements
23308,C0202195,Laboratory Procedure,"Potassium measurement, urine"
23309,C0199447,Therapeutic or Preventive Procedure,Nebulizer therapy
23310,C0428883,Clinical Attribute,Diastolic blood pressure
23311,C0558292,Temporal Concept,Hourly
23312,C0596263,Neoplastic Process,Carcinogenesis
23313,C0278925,Therapeutic or Preventive Procedure,chemoprevention of cancer
23314,C0920779,Pathologic Function,Cancer invasiveness
23315,C0042767,Biologic Function,Virus Activation
23316,C1328252,Disease or Syndrome,Mucocutaneous leishmaniasis
23317,C3156724,Organism Function,interferon-epsilon production
23318,C0276876,Disease or Syndrome,Infection by Leishmania infantum
23319,C0013370,Disease or Syndrome,Amebic colitis
23320,C0023886,Disease or Syndrome,"Liver Abscess, Amebic"
23321,C0376486,Governmental or Regulatory Activity,Mandatory Reporting
23322,C0202239,Laboratory Procedure,Uric acid measurement (procedure)
23323,C1159649,Cell Function,urate transport
23324,C0455272,Laboratory Procedure,Serum urate measurement
23325,C0221333,Disease or Syndrome,Hypouricemia
23326,C0034642,Finding,Rales
23327,C3528000,Organic Chemical,omacetaxine
23328,C0027430,Disease or Syndrome,Nasal Polyps
23329,C0005308,Organic Chemical,betamethasone
23330,C0815089,Cell Function,Cell development
23331,C0002792,Disease or Syndrome,anaphylaxis
23332,C0030646,Diagnostic Procedure,Patch Tests
23333,C0949694,Fungus,Fungal Components
23334,C0424318,Mental or Behavioral Dysfunction,Bullying
23335,C0279980,Neoplastic Process,Extra-osseous Ewing's sarcoma
23336,C1371299,Organ or Tissue Function,Bronchodilation [PE]
23337,C0021459,Therapeutic or Preventive Procedure,Inhalation Therapy
23338,C0205976,Organic Chemical,Tolylene Diisocyanate
23339,C0264423,Disease or Syndrome,"Asthma, Occupational"
23340,C3875321,Disease or Syndrome,Inflammatory dermatosis
23341,C1425329,Gene or Genome,ACVR1C gene
23342,C0219806,Receptor,Receptor Serine/Threonine Kinase
23343,C1853562,Finding,Adult onset
23344,C4540133,Finding,Allergic manifestations
23345,C0149516,Disease or Syndrome,Chronic sinusitis
23346,C0125644,Organic Chemical,Leukotriene E4
23347,C0117738,"Amino Acid, Peptide, or Protein",filaggrin
23348,C0014413,Biomedical Occupation or Discipline,Environmental Health
23349,C1419409,Gene or Genome,RNASE3 gene
23350,C3272889,Laboratory Procedure,Cytomegalovirus IgM Antibody Measurement
23351,C0013295,Disease or Syndrome,Duodenal Ulcer
23352,C1448848,Immunologic Factor,"MICA protein, human"
23353,C1448849,Immunologic Factor,"MICB protein, human"
23354,C0076733,Pharmacologic Substance,titanium dioxide
23355,C0079043,Organ or Tissue Function,Bronchoconstriction
23356,C4688324,Intellectual Product,Intergroup Rhabdomyosarcoma Group II
23357,C0234935,Disease or Syndrome,Acute urticaria
23358,C0002994,Pathologic Function,Angioedema
23359,C0534301,Organic Chemical,rupatadine
23360,C0178702,Therapeutic or Preventive Procedure,hypersensitivity desensitization
23361,C0045587,"Nucleic Acid, Nucleoside, or Nucleotide","2,6-diaminopurine"
23362,C0015397,Disease or Syndrome,Disorder of eye
23363,C0239816,Disease or Syndrome,Hand eczema
23364,C0151908,Sign or Symptom,Dry skin
23365,C0011616,Disease or Syndrome,Contact Dermatitis
23366,C0029274,Organic Chemical,ornidazole
23367,C0001559,Health Care Activity,Inhalation Drug Administration
23368,C0591447,Pharmacologic Substance,ENO fruit salt [brand name]
23369,C0772270,Organic Chemical,brilliant blue FCF
23370,C0039329,Organic Chemical,tartrazine
23371,C0012159,Health Care Activity,Diet therapy
23372,C4047193,Clinical Drug,Epinephrine Auto-Injector
23373,C0231918,Sign or Symptom,Nose symptoms
23374,C0438186,Finding,Lung function testing normal
23375,C3242071,Intellectual Product,appropriate indication or diagnosis
23376,C0006622,Plant,Cacao Plant
23377,C1320239,Immunologic Factor,Food allergen
23378,C0376415,Finding,Late Onset Disorders
23379,C1140675,Eukaryote,Lobster
23380,C1420603,Gene or Genome,TBX1 gene
23381,C1414420,Gene or Genome,EOMES gene
23382,C0024730,Organic Chemical,mannitol
23383,C0041023,Organic Chemical,trimebutine
23384,C0225600,"Body Part, Organ, or Organ Component",Mucous membrane of bronchus
23385,C0037980,Eukaryote,Spirometra
23386,C0006265,Diagnostic Procedure,Bronchial Provocation Tests
23387,C0235025,Disease or Syndrome,Peripheral motor neuropathy
23388,C1843274,Disease or Syndrome,Acute Tubulointerstitial Nephritis
23389,C0542518,Finding,Enlarged kidney
23390,C0008864,"Amino Acid, Peptide, or Protein",citrulline
23391,C5197690,Intellectual Product,Sino-Nasal Outcome Test-22
23392,C0457798,Disease or Syndrome,Dermatitis of eyelid
23393,C0025853,Organic Chemical,metoclopramide
23394,C0018621,Disease or Syndrome,Hay fever
23395,C0035460,Disease or Syndrome,"Rhinitis, Vasomotor"
23396,C0035457,Disease or Syndrome,"Rhinitis, Allergic, Perennial"
23397,C0419437,Finding,High risk infant
23398,C0040100,Neoplastic Process,Thymoma
23399,C0006845,Disease or Syndrome,"Candidiasis, Chronic Mucocutaneous"
23400,C3887645,Disease or Syndrome,Job Syndrome
23401,C4049006,Disease or Syndrome,Selective immunoglobulin A deficiency
23402,C0241234,Finding,Sputum: eosinophilia
23403,C3548479,Organism Function,response to bronchodilator
23404,C0009766,Disease or Syndrome,Allergic Conjunctivitis
23405,C3830287,Biomedical or Dental Material,Extended Release Depot Dosage Form
23406,C0162352,Therapeutic or Preventive Procedure,Allergen Immunotherapy
23407,C0015631,Geographic Area,Far East
23408,C5205795,Population Group,East Asian
23409,C0002367,Pharmacologic Substance,aluminum
23410,C1518030,Quantitative Concept,Lower Limit of Normal
23411,C0015563,Laboratory or Test Result,False Positive Reactions
23412,C0034815,Receptor,Histamine H2 Receptors
23413,C1333602,Finding,Favorable Clinical Outcome
23414,C1511504,Individual Behavior,Cooking Practices
23415,C0330971,Plant,Juglans
23416,C0054505,Immunologic Factor,Calgranulin B
23417,C0163712,Organic Chemical,Relate - vinyl resin
23418,C1861861,Disease or Syndrome,"CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 1 (disorder)"
23419,C0440288,Food,Hazelnuts
23420,C0013182,Pathologic Function,Drug Allergy
23421,C0028900,Health Care Activity,Office Visits
23422,C0334896,Professional or Occupational Group,Clinical immunologist
23423,C1656970,Biologic Function,entry into host
23424,C0476405,Finding,Lung function testing abnormal
23425,C0009789,Finding,Consanguinity (genetic finding)
23426,C0439340,Quantitative Concept,Kilounit per Liter
23427,C4505217,Population Group,"Smokers, Tobacco"
23428,C0304604,Pharmacologic Substance,Topical form corticosteroids
23429,C0264222,Disease or Syndrome,Acute upper respiratory infection
23430,C0323674,Eukaryote,Dermatophagoides
23431,C0021375,Pathologic Function,allergic inflammation
23432,C0225442,"Body Part, Organ, or Organ Component",Trunk of elephant
23433,C0149777,Pathologic Function,Abscess of skin AND/OR subcutaneous tissue
23434,C1844820,Finding,Range of joint movement increased
23435,C0036439,Disease or Syndrome,"Scoliosis, unspecified"
23436,C0333606,Pathologic Function,Dystrophy
23437,C0006086,Medical Device,Braces-Orthopedic appliances
23438,C0085101,Therapeutic or Preventive Procedure,Radioimmunotherapy
23439,C4046054,Animal,Exotic Pets
23440,C1514896,Functional Concept,Resource Sharing
23441,C3273858,Gene or Genome,DYNLRB1 wt Allele
23442,C0009331,"Amino Acid, Peptide, or Protein",Collagen Type II
23443,C0682581,Body Space or Junction,Intracellular Space
23444,C0005974,Organ or Tissue Function,Bone Resorption
23445,C0595834,Functional Concept,Periosteal Route of Administration
23446,C1709456,notype,Pannus formation
23447,C0231565,Organ or Tissue Function,Periosteal bone formation
23448,C1336596,Gene or Genome,TCF3 gene
23449,C1718316,Intellectual Product,Room number
23450,C1406988,Finding,Vital Exhaustion
23451,C1421567,Gene or Genome,ZAP70 gene
23452,C1120742,"Amino Acid, Peptide, or Protein",influenza matrix peptide (58-66)
23453,C0108273,"Amino Acid, Peptide, or Protein",CapZ Actin Capping Protein
23454,C0034888,Disease or Syndrome,Rectal Prolapse
23455,C0003847,"Body Part, Organ, or Organ Component",Structure of arteriole
23456,C1553331,Population Group,Singaporean race
23457,C1622979,Organism Function,Egg Laying
23458,C0678222,Neoplastic Process,Breast Carcinoma
23459,C4331007,Organic Chemical,Phosphorylated Histone H2AX
23460,C0026846,Pathologic Function,Muscular Atrophy
23461,C0850760,Sign or Symptom,cardiovascular problem
23462,C0518031,Finding,Endurance
23463,C2610610,Organ or Tissue Function,left lung development
23464,C1334335,Gene or Genome,LGALS3BP gene
23465,C4053868,Laboratory Procedure,Viral Identification
23466,C0085238,Gene or Genome,"Genome, Bacterial"
23467,C1137094,Individual Behavior,Risk Reduction
23468,C0030700,Health Care Activity,Patient Readmission
23469,C1157396,Molecular Function,sphingomyelin biosynthetic process
23470,C1679839,"Amino Acid, Peptide, or Protein","PRDM1 protein, human"
23471,C0872319,Population Group,Underserved Populations
23472,C0280118,Therapeutic or Preventive Procedure,Infection Prophylaxis and Management
23473,C0929436,Body Location or Region,Left middle lung field
23474,C0677862,Tissue,Biopsy sample
23475,C1828284,Bird,Perdicinae
23476,C0600541,Bird,Struthioniformes
23477,C0008987,Embryonic Structure,Cloaca Chamber
23478,C3549360,Cell Function,endosomal transport
23479,C1547549,Regulation or Law,Schedule IV Substance
23480,C2698738,Gene or Genome,COL2A1 wt Allele
23481,C1552873,Idea or Concept,Narrower Than
23482,C1429582,Immunologic Factor,"CCL4 protein, human"
23483,C0400822,Disease or Syndrome,"Colitis, Lymphocytic"
23484,C0870646,Population Group,High Risk Populations
23485,C4086187,Mental Process,Clinical Interpretation
23486,C1566416,"Amino Acid, Peptide, or Protein",ADAM Proteins
23487,C1420720,Gene or Genome,THBD gene
23488,C1825412,Gene or Genome,GPR180 gene
23489,C0164135,"Nucleic Acid, Nucleoside, or Nucleotide",uridylyl-(3'-5')-guanosine
23490,C0858600,Sign or Symptom,taste sweet
23491,C1883222,Conceptual Entity,Superorder
23492,C0333774,Cell Component,Cytoplasmic bodies
23493,C0525051,Health Care Related Organization,Healthcare Industry
23494,C0206376,Virus,Caudovirales
23495,C0752112,Gene or Genome,"Genome, Archaeal"
23496,C1300804,Bird,Genus Cairina
23497,C1253910,Natural Phenomenon or Process,Biological Community
23498,C2825232,Intellectual Product,Footnote
23499,C1415151,Gene or Genome,RACK1 gene
23500,C0962546,"Amino Acid, Peptide, or Protein",Destrin
23501,C1417838,Gene or Genome,NR5A1 gene
23502,C0069388,Organic Chemical,solvent red 27
23503,C0016741,Tissue,Frozen Sections
23504,C0022925,Organ or Tissue Function,Lactation
23505,C0026138,"Amino Acid, Peptide, or Protein",Milk Proteins
23506,C0430515,Diagnostic Procedure,6-Minute Walk Test
23507,C2245092,Physiologic Function,positive regulation of aggregate size involved in sorocarp development
23508,C0043262,Body Location or Region,Wrist
23509,C0281991,Individual Behavior,steroid use
23510,C0268769,Disease or Syndrome,Chronic gouty nephropathy
23511,C0225759,Body Location or Region,Lung field
23512,C1518407,Qualitative Concept,Nonlytic
23513,C0668459,"Amino Acid, Peptide, or Protein","3A protein, Poliovirus"
23514,C0023542,Organic Chemical,Leukotriene C4
23515,C0014429,Molecular Function,Enzyme Activation
23516,C0016169,Anatomical Abnormality,pathologic fistula
23517,C0279492,Therapeutic or Preventive Procedure,Antiandrogen therapy
23518,C1057134,Virus,Luteoviridae
23519,C0751662,Virus,Beet Western Yellows Virus
23520,C0028753,Food,Oats (Dietary)
23521,C1883677,Qualitative Concept,Focality
23522,C0282312,Disease or Syndrome,Bubonic Plague
23523,C0596295,Cell or Molecular Dysfunction,cellular pathology
23524,C0920563,Pathologic Function,Insulin Sensitivity
23525,C3949528,Virus,Pasivirus
23526,C1148702,Genetic Function,deoxyribonuclease I activity
23527,C0042812,Clinical Attribute,Visual Acuity
23528,C0029134,Disease or Syndrome,Optic Neuritis
23529,C4476623,Finding,Hyperautofluorescent retinal lesion
23530,C1859516,Finding,Episodic metabolic acidosis
23531,C0013714,Organic Chemical,egtazic acid
23532,C0030677,Health Care Activity,Patient Care Management
23533,C0702266,Disease or Syndrome,Basophilia
23534,C1516728,Intellectual Product,National Cancer Institute common terminology criteria for adverse events
23535,C1257899,Cell or Molecular Dysfunction,Genotoxic Stress
23536,C0796552,Organic Chemical,Geldanamycin Analogue
23537,C2612535,Cell Component,monolayer-surrounded lipid storage body outer lipid monolayer
23538,C0340861,Disease or Syndrome,Electromechanical dissociation
23539,C0812242,Gene or Genome,CBL gene
23540,C0013708,"Amino Acid, Peptide, or Protein",Yolk Proteins
23541,C1413806,Gene or Genome,CTRB1 gene
23542,C1553376,Population Group,Uruguayan
23543,C4053862,Finding,Virologic Response
23544,C0333804,Cell,Stomatocyte (cell)
23545,C2699645,Laboratory Procedure,Stomatocyte Count
23546,C0037888,Cell,Spherocytes
23547,C1516347,Biomedical Occupation or Discipline,Cell Energetics
23548,C1704464,"Nucleic Acid, Nucleoside, or Nucleotide",nitrogenous base
23549,C1563937,Pathologic Function,Atherogenesis
23550,C2936350,Body Substance,"Plaque, Atherosclerotic"
23551,C0086427,Virus,"T-Cell Leukemia Viruses, Human"
23552,C1334342,Gene or Genome,LIMK1 gene
23553,C0887879,Cell Component,Cell Surface Extensions
23554,C0230628,Cell Component,Lamellipodia
23555,C1721020,Biologic Function,Virus Membrane Fusion
23556,C0238953,Finding,CERVICAL MOTION TENDERNESS
23557,C3854324,"Amino Acid, Peptide, or Protein",Free hemoglobin (substance)
23558,C0255832,Organic Chemical,F21
23559,C0526339,Receptor,Interleukin 8A Receptor
23560,C0016090,Pharmacologic Substance,Filaricides
23561,C1179701,Body Location or Region,L4 Segmental Innervation
23562,C0240805,Sign or Symptom,Prodrome
23563,C0231172,Finding,handicapping condition
23564,C0031187,Geographic Area,Persia
23565,C0971859,Organ or Tissue Function,Bone Growth
23566,C0016613,Substance,Fossil Fuels
23567,C1852403,Gene or Genome,INDUCIBLE cAMP EARLY REPRESSOR gene
23568,C2350463,Receptor,"Receptors, Natural Killer Cell"
23569,C4277686,Laboratory Procedure,Single Molecule Imaging
23570,C0814650,Social Behavior,cultural sensitivity
23571,C0870455,Phenomenon or Process,early childhood development
23572,C4025280,Finding,Respiratory infections in early life
23573,C0008003,Biomedical Occupation or Discipline,"Chemistry, Pharmaceutical"
23574,C0155733,Disease or Syndrome,Atherosclerosis of aorta
23575,C0556640,Quantitative Concept,MBq
23576,C0034716,Mammal,"Rats, Wistar"
23577,C3889833,Intellectual Product,Structured Product Labeling Licensing Terminology
23578,C0037766,Pharmacologic Substance,Antispasmodics
23579,C0064997,Organic Chemical,linalool
23580,C2001856,"Amino Acid, Peptide, or Protein",carfilzomib
23581,C3273711,Organic Chemical,ixazomib
23582,C1333530,Gene or Genome,FADD gene
23583,C4086621,Health Care Related Organization,Neoadjuvant Therapy Clinical Trial Setting
23584,C1421277,Gene or Genome,UBE2E2 gene
23585,C2656439,Virus,Bundibugyo ebolavirus
23586,C0948482,Finding,analgesic effect
23587,C0751122,Disease or Syndrome,Infantile Severe Myoclonic Epilepsy
23588,C0050078,"Nucleic Acid, Nucleoside, or Nucleotide",8-Hydroxy-2'-Deoxyguanosine
23589,C0919661,Pathologic Function,alternation
23590,C0556991,Manufactured Object,Fuel
23591,C1292769,Neoplastic Process,Precursor B-cell lymphoblastic leukemia
23592,C0763637,"Amino Acid, Peptide, or Protein","ARHI protein, human"
23593,C0681799,Idea or Concept,research question
23594,C0456949,Intellectual Product,Level 3
23595,C0302158,Pathologic Function,Leucocytic infiltrate
23596,C0389071,"Amino Acid, Peptide, or Protein",Adiponectin
23597,C2711227,Disease or Syndrome,Steatohepatitis
23598,C0333596,Pathologic Function,Deposition of iron
23599,C4055646,Intellectual Product,Unexpected
23600,C1468836,Bacterium,Genus Grimontia
23601,C3878323,Manufactured Object,Abacus
23602,C0389252,Receptor,"RET protein, human"
23603,C0439593,Qualitative Concept,Short duration
23604,C0302148,Pathologic Function,Blood Clot
23605,C1416486,Gene or Genome,ITGA3 gene
23606,C1561516,Laboratory Procedure,Potassium ferrocyanide stain
23607,C1397307,Disease or Syndrome,Cardiac fibrosis
23608,C0016286,Therapeutic or Preventive Procedure,Fluid Therapy
23609,C1281899,Laboratory Procedure,Plasma cortisol measurement
23610,C0493766,Medical Device,CRYPTOSPORIDIUM SPP.
23611,C1881182,Finding,Incorrect Measurement
23612,C2238079,Laboratory Procedure,Blood Smear
23613,C0264733,Disease or Syndrome,Ventricular dilatation (disorder)
23614,C3494377,Spatial Concept,Ozone Layer
23615,C1416902,Gene or Genome,LPL gene
23616,C1704643,Intellectual Product,Drug Accountability Domain
23617,C3715214,Gene or Genome,RHOU wt Allele
23618,C0282556,Pharmacologic Substance,Anti-Asthmatic Agents
23619,C0007137,Neoplastic Process,Squamous cell carcinoma
23620,C0007114,Neoplastic Process,Malignant neoplasm of skin
23621,C2699153,Pathologic Function,Cell Invasion
23622,C2118460,Disease or Syndrome,Acute colitis
23623,C3476461,"Nucleic Acid, Nucleoside, or Nucleotide",Sapovirus RNA
23624,C0524466,Body Location or Region,Intracranial
23625,C2350580,Health Care Related Organization,"Hospitals, Isolation"
23626,C0542571,Pathologic Function,Facial edema
23627,C0027720,Disease or Syndrome,Nephrosis
23628,C0333355,Pathologic Function,Inflammatory disease of mucous membrane
23629,C0035305,Disease or Syndrome,Retinal Detachment
23630,C0271055,Disease or Syndrome,Rhegmatogenous retinal detachment
23631,C0015928,Physiologic Function,Fetal development of the mammalian embryo or fetus
23632,C1426556,Gene or Genome,SLC25A22 gene
23633,C0228575,"Body Part, Organ, or Organ Component",Structure of posterior gray horn of spinal cord
23634,C1553649,Medical Device,Mandibular left third molar abutment
23635,C0017259,Genetic Function,Gene Conversion
23636,C0618743,"Amino Acid, Peptide, or Protein",Human Glandular Kallikrein 2
23637,C1337054,"Nucleic Acid, Nucleoside, or Nucleotide",Primary MicroRNA
23638,C0337493,Qualitative Concept,Paternal (qualifier)
23639,C0454662,Geographic Area,Canary Islands
23640,C0454668,Geographic Area,Gomera
23641,C0454667,Geographic Area,Fuerteventura
23642,C0454675,Geographic Area,Lanzarote
23643,C1418310,Gene or Genome,PCDH9 gene
23644,C0596227,Population Group,british
23645,C1865980,Gene or Genome,TRANSFER RNA ARGININE
23646,C0042010,"Nucleic Acid, Nucleoside, or Nucleotide",Uridine Triphosphate
23647,C0332260,Functional Concept,Compressing (action)
23648,C2636920,Eukaryote,Arene
23649,C0443258,Functional Concept,Microvascular
23650,C1081079,Eukaryote,Mythimna
23651,C1033982,Eukaryote,Separata
23652,C0741548,Sign or Symptom,bladder symptoms
23653,C1424622,Gene or Genome,EFS gene
23654,C5233653,Finding,No neurologic impairment
23655,C0424924,Language,Pashtu language
23656,C2983612,Spatial Concept,Hind
23657,C3163798,Disease or Syndrome,Recurrent lower respiratory tract infection
23658,C1437492,"Amino Acid, Peptide, or Protein",OMPA outer membrane proteins
23659,C0037274,Disease or Syndrome,Dermatologic disorders
23660,C1704864,Functional Concept,Molecular Signature
23661,C1299597,Therapeutic or Preventive Procedure,Empirical therapy
23662,C0011327,Professional or Occupational Group,Dental Assistants
23663,C0430057,Laboratory or Test Result,Urine pregnancy test negative
23664,C1444092,Virus,Resistant virus
23665,C0599997,Manufactured Object,Mill
23666,C0059641,Organic Chemical,estragole
23667,C1014918,Plant,Retama raetam
23668,C0011530,Organic Chemical,Deoxyribose
23669,C0073949,Organic Chemical,Safranine T
23670,C2348785,Organic Chemical,Thymus oil
23671,C0003693,"Amino Acid, Peptide, or Protein",Arachidonate 5-Lipoxygenase
23672,C1527027,"Amino Acid, Peptide, or Protein",romidepsin
23673,C2607887,"Amino Acid, Peptide, or Protein",FK228
23674,C1517339,Molecular Function,Negative Regulation of G1 to S Transition
23675,C3852684,Organic Chemical,lumacaftor
23676,C0026272,Disease or Syndrome,Mixed Connective Tissue Disease
23677,C0041316,Disease or Syndrome,Lymph Node Tuberculosis
23678,C0683172,Functional Concept,route of exposure
23679,C1667949,Mammal,Cardioderma cor
23680,C1265468,Mammal,Genus Epomophorus
23681,C0019536,"Amino Acid, Peptide, or Protein",High-Molecular-Weight Kininogen protein
23682,C1257835,Organic Chemical,Cryptands
23683,C0049081,Organic Chemical,5-bromo-4-chloro-3-indolyl beta-galactoside
23684,C1156246,Cell Function,filamentous growth
23685,C1424931,Gene or Genome,TPK1 gene
23686,C0175895,Qualitative Concept,Calcified (qualifier)
23687,C0599766,Sign or Symptom,Recovery of Function
23688,C0036394,"Body Part, Organ, or Organ Component",Structure of sciatic nerve
23689,C0027756,Cell Function,Nerve Regeneration
23690,C0746787,Neoplastic Process,Cancer of Neck
23691,C0009663,Disease or Syndrome,Condylomata Acuminata
23692,C0326926,Bird,Cardinalis cardinalis
23693,C1414345,Gene or Genome,EIF3C gene
23694,C1516170,Neoplastic Process,Cancer Cell Growth
23695,C0065491,Immunologic Factor,macrophage inflammatory protein 2
23696,C0565118,Diagnostic Procedure,Surgical biopsy
23697,C3443625,Mammal,Neoromicia zuluensis
23698,C4744964,Quantitative Concept,No Observable Effect Level
23699,C0039526,Quantitative Concept,tensile strength
